t              x         y          r       theta         en
3.582800   -0.904279   -0.427031   1.000039  -2.700404   1.499981
3.583000   -0.904194   -0.427212   1.000039  -2.700204   1.499981
3.583200   -0.904109   -0.427393   1.000039  -2.700004   1.499981
3.583400   -0.904023   -0.427574   1.000039  -2.699804   1.499981
3.583600   -0.903938   -0.427755   1.000039  -2.699604   1.499981
3.583800   -0.903852   -0.427935   1.000039  -2.699404   1.499981
3.584000   -0.903767   -0.428116   1.000039  -2.699204   1.499981
3.584200   -0.903681   -0.428297   1.000039  -2.699004   1.499981
3.584400   -0.903595   -0.428478   1.000039  -2.698804   1.499981
3.584600   -0.903510   -0.428658   1.000039  -2.698604   1.499981
3.584800   -0.903424   -0.428839   1.000039  -2.698404   1.499981
3.585000   -0.903338   -0.429020   1.000039  -2.698204   1.499981
3.585200   -0.903252   -0.429200   1.000039  -2.698004   1.499981
3.585400   -0.903166   -0.429381   1.000039  -2.697804   1.499981
3.585600   -0.903081   -0.429562   1.000039  -2.697604   1.499981
3.585800   -0.902995   -0.429742   1.000039  -2.697404   1.499981
3.586000   -0.902909   -0.429923   1.000039  -2.697204   1.499981
3.586200   -0.902823   -0.430103   1.000039  -2.697004   1.499981
3.586400   -0.902737   -0.430284   1.000039  -2.696804   1.499981
3.586600   -0.902651   -0.430464   1.000039  -2.696604   1.499981
3.586800   -0.902564   -0.430645   1.000039  -2.696404   1.499981
3.587000   -0.902478   -0.430825   1.000039  -2.696204   1.499981
3.587200   -0.902392   -0.431006   1.000039  -2.696004   1.499981
3.587400   -0.902306   -0.431186   1.000039  -2.695804   1.499981
3.587600   -0.902220   -0.431367   1.000039  -2.695604   1.499981
3.587800   -0.902133   -0.431547   1.000039  -2.695404   1.499981
3.588000   -0.902047   -0.431728   1.000039  -2.695204   1.499981
3.588200   -0.901961   -0.431908   1.000039  -2.695004   1.499981
3.588400   -0.901874   -0.432088   1.000039  -2.694804   1.499981
3.588600   -0.901788   -0.432269   1.000039  -2.694604   1.499981
3.588800   -0.901702   -0.432449   1.000039  -2.694404   1.499981
3.589000   -0.901615   -0.432629   1.000039  -2.694204   1.499980
3.589200   -0.901529   -0.432810   1.000039  -2.694004   1.499980
3.589400   -0.901442   -0.432990   1.000039  -2.693804   1.499980
3.589600   -0.901355   -0.433170   1.000039  -2.693604   1.499980
3.589800   -0.901269   -0.433351   1.000039  -2.693404   1.499980
3.590000   -0.901182   -0.433531   1.000039  -2.693204   1.499980
3.590200   -0.901095   -0.433711   1.000039  -2.693004   1.499980
3.590400   -0.901009   -0.433891   1.000039  -2.692804   1.499980
3.590600   -0.900922   -0.434071   1.000039  -2.692604   1.499980
3.590800   -0.900835   -0.434252   1.000039  -2.692404   1.499980
3.591000   -0.900748   -0.434432   1.000039  -2.692204   1.499980
3.591200   -0.900661   -0.434612   1.000039  -2.692004   1.499980
3.591400   -0.900574   -0.434792   1.000039  -2.691804   1.499980
3.591600   -0.900487   -0.434972   1.000039  -2.691604   1.499980
3.591800   -0.900400   -0.435152   1.000039  -2.691404   1.499980
3.592000   -0.900313   -0.435332   1.000039  -2.691204   1.499980
3.592200   -0.900226   -0.435512   1.000039  -2.691004   1.499980
3.592400   -0.900139   -0.435692   1.000039  -2.690804   1.499980
3.592600   -0.900052   -0.435872   1.000039  -2.690604   1.499980
3.592800   -0.899965   -0.436052   1.000039  -2.690404   1.499980
3.593000   -0.899878   -0.436232   1.000039  -2.690204   1.499980
3.593200   -0.899790   -0.436412   1.000039  -2.690004   1.499980
3.593400   -0.899703   -0.436592   1.000039  -2.689804   1.499980
3.593600   -0.899616   -0.436772   1.000039  -2.689604   1.499980
3.593800   -0.899529   -0.436952   1.000039  -2.689404   1.499980
3.594000   -0.899441   -0.437132   1.000039  -2.689204   1.499980
3.594200   -0.899354   -0.437312   1.000039  -2.689004   1.499980
3.594400   -0.899266   -0.437492   1.000039  -2.688804   1.499980
3.594600   -0.899179   -0.437671   1.000039  -2.688605   1.499980
3.594800   -0.899091   -0.437851   1.000039  -2.688405   1.499980
3.595000   -0.899004   -0.438031   1.000039  -2.688205   1.499980
3.595200   -0.898916   -0.438211   1.000039  -2.688005   1.499980
3.595400   -0.898828   -0.438391   1.000039  -2.687805   1.499980
3.595600   -0.898741   -0.438570   1.000039  -2.687605   1.499980
3.595800   -0.898653   -0.438750   1.000039  -2.687405   1.499980
3.596000   -0.898565   -0.438930   1.000039  -2.687205   1.499980
3.596200   -0.898477   -0.439110   1.000039  -2.687005   1.499980
3.596400   -0.898390   -0.439289   1.000039  -2.686805   1.499980
3.596600   -0.898302   -0.439469   1.000039  -2.686605   1.499980
3.596800   -0.898214   -0.439649   1.000039  -2.686405   1.499980
3.597000   -0.898126   -0.439828   1.000040  -2.686205   1.499980
3.597200   -0.898038   -0.440008   1.000040  -2.686005   1.499980
3.597400   -0.897950   -0.440187   1.000040  -2.685805   1.499980
3.597600   -0.897862   -0.440367   1.000040  -2.685605   1.499980
3.597800   -0.897774   -0.440546   1.000040  -2.685405   1.499980
3.598000   -0.897686   -0.440726   1.000040  -2.685205   1.499980
3.598200   -0.897598   -0.440906   1.000040  -2.685005   1.499980
3.598400   -0.897509   -0.441085   1.000040  -2.684805   1.499980
3.598600   -0.897421   -0.441265   1.000040  -2.684605   1.499980
3.598800   -0.897333   -0.441444   1.000040  -2.684405   1.499980
3.599000   -0.897245   -0.441623   1.000040  -2.684205   1.499980
3.599200   -0.897156   -0.441803   1.000040  -2.684005   1.499980
3.599400   -0.897068   -0.441982   1.000040  -2.683805   1.499980
3.599600   -0.896980   -0.442162   1.000040  -2.683605   1.499980
3.599800   -0.896891   -0.442341   1.000040  -2.683405   1.499980
3.600000   -0.896803   -0.442520   1.000040  -2.683205   1.499980
3.600200   -0.896714   -0.442700   1.000040  -2.683005   1.499980
3.600400   -0.896626   -0.442879   1.000040  -2.682805   1.499980
3.600600   -0.896537   -0.443058   1.000040  -2.682605   1.499980
3.600800   -0.896448   -0.443238   1.000040  -2.682405   1.499980
3.601000   -0.896360   -0.443417   1.000040  -2.682205   1.499980
3.601200   -0.896271   -0.443596   1.000040  -2.682005   1.499980
3.601400   -0.896182   -0.443775   1.000040  -2.681805   1.499980
3.601600   -0.896094   -0.443955   1.000040  -2.681605   1.499980
3.601800   -0.896005   -0.444134   1.000040  -2.681405   1.499980
3.602000   -0.895916   -0.444313   1.000040  -2.681205   1.499980
3.602200   -0.895827   -0.444492   1.000040  -2.681005   1.499980
3.602400   -0.895738   -0.444671   1.000040  -2.680805   1.499980
3.602600   -0.895649   -0.444850   1.000040  -2.680605   1.499980
3.602800   -0.895560   -0.445030   1.000040  -2.680405   1.499980
3.603000   -0.895471   -0.445209   1.000040  -2.680205   1.499980
3.603200   -0.895382   -0.445388   1.000040  -2.680005   1.499980
3.603400   -0.895293   -0.445567   1.000040  -2.679805   1.499980
3.603600   -0.895204   -0.445746   1.000040  -2.679605   1.499980
3.603800   -0.895115   -0.445925   1.000040  -2.679405   1.499980
3.604000   -0.895026   -0.446104   1.000040  -2.679205   1.499980
3.604200   -0.894937   -0.446283   1.000040  -2.679005   1.499980
3.604400   -0.894847   -0.446462   1.000040  -2.678805   1.499980
3.604600   -0.894758   -0.446641   1.000040  -2.678605   1.499980
3.604800   -0.894669   -0.446820   1.000040  -2.678405   1.499980
3.605000   -0.894579   -0.446999   1.000040  -2.678205   1.499980
3.605200   -0.894490   -0.447178   1.000040  -2.678005   1.499980
3.605400   -0.894401   -0.447356   1.000040  -2.677805   1.499980
3.605600   -0.894311   -0.447535   1.000040  -2.677605   1.499980
3.605800   -0.894222   -0.447714   1.000040  -2.677405   1.499980
3.606000   -0.894132   -0.447893   1.000040  -2.677205   1.499980
3.606200   -0.894042   -0.448072   1.000040  -2.677005   1.499980
3.606400   -0.893953   -0.448251   1.000040  -2.676805   1.499980
3.606600   -0.893863   -0.448429   1.000040  -2.676605   1.499980
3.606800   -0.893773   -0.448608   1.000040  -2.676405   1.499980
3.607000   -0.893684   -0.448787   1.000040  -2.676205   1.499980
3.607200   -0.893594   -0.448966   1.000040  -2.676006   1.499980
3.607400   -0.893504   -0.449144   1.000040  -2.675806   1.499980
3.607600   -0.893414   -0.449323   1.000040  -2.675606   1.499980
3.607800   -0.893324   -0.449502   1.000040  -2.675406   1.499980
3.608000   -0.893235   -0.449680   1.000040  -2.675206   1.499980
3.608200   -0.893145   -0.449859   1.000040  -2.675006   1.499980
3.608400   -0.893055   -0.450037   1.000040  -2.674806   1.499980
3.608600   -0.892965   -0.450216   1.000040  -2.674606   1.499980
3.608800   -0.892875   -0.450395   1.000040  -2.674406   1.499980
3.609000   -0.892785   -0.450573   1.000040  -2.674206   1.499980
3.609200   -0.892694   -0.450752   1.000040  -2.674006   1.499980
3.609400   -0.892604   -0.450930   1.000040  -2.673806   1.499980
3.609600   -0.892514   -0.451109   1.000040  -2.673606   1.499980
3.609800   -0.892424   -0.451287   1.000040  -2.673406   1.499980
3.610000   -0.892334   -0.451466   1.000040  -2.673206   1.499980
3.610200   -0.892243   -0.451644   1.000040  -2.673006   1.499980
3.610400   -0.892153   -0.451823   1.000040  -2.672806   1.499980
3.610600   -0.892063   -0.452001   1.000040  -2.672606   1.499980
3.610800   -0.891972   -0.452179   1.000040  -2.672406   1.499980
3.611000   -0.891882   -0.452358   1.000040  -2.672206   1.499980
3.611200   -0.891791   -0.452536   1.000040  -2.672006   1.499980
3.611400   -0.891701   -0.452714   1.000040  -2.671806   1.499980
3.611600   -0.891610   -0.452893   1.000040  -2.671606   1.499980
3.611800   -0.891520   -0.453071   1.000040  -2.671406   1.499980
3.612000   -0.891429   -0.453249   1.000040  -2.671206   1.499980
3.612200   -0.891338   -0.453428   1.000040  -2.671006   1.499980
3.612400   -0.891248   -0.453606   1.000040  -2.670806   1.499980
3.612600   -0.891157   -0.453784   1.000040  -2.670606   1.499980
3.612800   -0.891066   -0.453962   1.000040  -2.670406   1.499980
3.613000   -0.890975   -0.454141   1.000040  -2.670206   1.499980
3.613200   -0.890885   -0.454319   1.000040  -2.670006   1.499980
3.613400   -0.890794   -0.454497   1.000040  -2.669806   1.499980
3.613600   -0.890703   -0.454675   1.000041  -2.669606   1.499980
3.613800   -0.890612   -0.454853   1.000041  -2.669406   1.499980
3.614000   -0.890521   -0.455031   1.000041  -2.669206   1.499980
3.614200   -0.890430   -0.455209   1.000041  -2.669006   1.499980
3.614400   -0.890339   -0.455387   1.000041  -2.668806   1.499980
3.614600   -0.890248   -0.455565   1.000041  -2.668606   1.499980
3.614800   -0.890157   -0.455743   1.000041  -2.668406   1.499980
3.615000   -0.890066   -0.455921   1.000041  -2.668206   1.499980
3.615200   -0.889974   -0.456099   1.000041  -2.668006   1.499980
3.615400   -0.889883   -0.456277   1.000041  -2.667806   1.499980
3.615600   -0.889792   -0.456455   1.000041  -2.667606   1.499980
3.615800   -0.889701   -0.456633   1.000041  -2.667406   1.499980
3.616000   -0.889609   -0.456811   1.000041  -2.667206   1.499980
3.616200   -0.889518   -0.456989   1.000041  -2.667006   1.499980
3.616400   -0.889427   -0.457167   1.000041  -2.666806   1.499980
3.616600   -0.889335   -0.457345   1.000041  -2.666606   1.499980
3.616800   -0.889244   -0.457523   1.000041  -2.666406   1.499980
3.617000   -0.889152   -0.457701   1.000041  -2.666206   1.499980
3.617200   -0.889061   -0.457878   1.000041  -2.666006   1.499980
3.617400   -0.888969   -0.458056   1.000041  -2.665806   1.499980
3.617600   -0.888877   -0.458234   1.000041  -2.665606   1.499980
3.617800   -0.888786   -0.458412   1.000041  -2.665406   1.499980
3.618000   -0.888694   -0.458589   1.000041  -2.665206   1.499980
3.618200   -0.888602   -0.458767   1.000041  -2.665006   1.499980
3.618400   -0.888511   -0.458945   1.000041  -2.664806   1.499980
3.618600   -0.888419   -0.459123   1.000041  -2.664606   1.499980
3.618800   -0.888327   -0.459300   1.000041  -2.664406   1.499980
3.619000   -0.888235   -0.459478   1.000041  -2.664206   1.499980
3.619200   -0.888143   -0.459656   1.000041  -2.664006   1.499980
3.619400   -0.888051   -0.459833   1.000041  -2.663807   1.499980
3.619600   -0.887959   -0.460011   1.000041  -2.663607   1.499980
3.619800   -0.887867   -0.460188   1.000041  -2.663407   1.499980
3.620000   -0.887775   -0.460366   1.000041  -2.663207   1.499980
3.620200   -0.887683   -0.460543   1.000041  -2.663007   1.499980
3.620400   -0.887591   -0.460721   1.000041  -2.662807   1.499980
3.620600   -0.887499   -0.460898   1.000041  -2.662607   1.499980
3.620800   -0.887407   -0.461076   1.000041  -2.662407   1.499980
3.621000   -0.887315   -0.461253   1.000041  -2.662207   1.499980
3.621200   -0.887222   -0.461431   1.000041  -2.662007   1.499980
3.621400   -0.887130   -0.461608   1.000041  -2.661807   1.499980
3.621600   -0.887038   -0.461786   1.000041  -2.661607   1.499980
3.621800   -0.886945   -0.461963   1.000041  -2.661407   1.499980
3.622000   -0.886853   -0.462140   1.000041  -2.661207   1.499980
3.622200   -0.886761   -0.462318   1.000041  -2.661007   1.499979
3.622400   -0.886668   -0.462495   1.000041  -2.660807   1.499979
3.622600   -0.886576   -0.462672   1.000041  -2.660607   1.499979
3.622800   -0.886483   -0.462850   1.000041  -2.660407   1.499979
3.623000   -0.886390   -0.463027   1.000041  -2.660207   1.499979
3.623200   -0.886298   -0.463204   1.000041  -2.660007   1.499979
3.623400   -0.886205   -0.463381   1.000041  -2.659807   1.499979
3.623600   -0.886113   -0.463559   1.000041  -2.659607   1.499979
3.623800   -0.886020   -0.463736   1.000041  -2.659407   1.499979
3.624000   -0.885927   -0.463913   1.000041  -2.659207   1.499979
3.624200   -0.885834   -0.464090   1.000041  -2.659007   1.499979
3.624400   -0.885742   -0.464267   1.000041  -2.658807   1.499979
3.624600   -0.885649   -0.464445   1.000041  -2.658607   1.499979
3.624800   -0.885556   -0.464622   1.000041  -2.658407   1.499979
3.625000   -0.885463   -0.464799   1.000041  -2.658207   1.499979
3.625200   -0.885370   -0.464976   1.000041  -2.658007   1.499979
3.625400   -0.885277   -0.465153   1.000041  -2.657807   1.499979
3.625600   -0.885184   -0.465330   1.000041  -2.657607   1.499979
3.625800   -0.885091   -0.465507   1.000041  -2.657407   1.499979
3.626000   -0.884998   -0.465684   1.000041  -2.657207   1.499979
3.626200   -0.884905   -0.465861   1.000041  -2.657007   1.499979
3.626400   -0.884811   -0.466038   1.000041  -2.656807   1.499979
3.626600   -0.884718   -0.466215   1.000041  -2.656607   1.499979
3.626800   -0.884625   -0.466392   1.000041  -2.656407   1.499979
3.627000   -0.884532   -0.466569   1.000041  -2.656207   1.499979
3.627200   -0.884438   -0.466746   1.000041  -2.656007   1.499979
3.627400   -0.884345   -0.466922   1.000041  -2.655807   1.499979
3.627600   -0.884252   -0.467099   1.000041  -2.655607   1.499979
3.627800   -0.884158   -0.467276   1.000041  -2.655407   1.499979
3.628000   -0.884065   -0.467453   1.000041  -2.655207   1.499979
3.628200   -0.883971   -0.467630   1.000041  -2.655007   1.499979
3.628400   -0.883878   -0.467806   1.000041  -2.654807   1.499979
3.628600   -0.883784   -0.467983   1.000041  -2.654607   1.499979
3.628800   -0.883691   -0.468160   1.000041  -2.654407   1.499979
3.629000   -0.883597   -0.468337   1.000041  -2.654207   1.499979
3.629200   -0.883503   -0.468513   1.000041  -2.654007   1.499979
3.629400   -0.883410   -0.468690   1.000041  -2.653807   1.499979
3.629600   -0.883316   -0.468867   1.000041  -2.653607   1.499979
3.629800   -0.883222   -0.469043   1.000041  -2.653407   1.499979
3.630000   -0.883128   -0.469220   1.000041  -2.653207   1.499979
3.630200   -0.883034   -0.469397   1.000041  -2.653007   1.499979
3.630400   -0.882941   -0.469573   1.000041  -2.652807   1.499979
3.630600   -0.882847   -0.469750   1.000041  -2.652607   1.499979
3.630800   -0.882753   -0.469926   1.000041  -2.652407   1.499979
3.631000   -0.882659   -0.470103   1.000042  -2.652207   1.499979
3.631200   -0.882565   -0.470279   1.000042  -2.652007   1.499979
3.631400   -0.882471   -0.470456   1.000042  -2.651807   1.499979
3.631600   -0.882376   -0.470632   1.000042  -2.651608   1.499979
3.631800   -0.882282   -0.470809   1.000042  -2.651408   1.499979
3.632000   -0.882188   -0.470985   1.000042  -2.651208   1.499979
3.632200   -0.882094   -0.471162   1.000042  -2.651008   1.499979
3.632400   -0.882000   -0.471338   1.000042  -2.650808   1.499979
3.632600   -0.881906   -0.471514   1.000042  -2.650608   1.499979
3.632800   -0.881811   -0.471691   1.000042  -2.650408   1.499979
3.633000   -0.881717   -0.471867   1.000042  -2.650208   1.499979
3.633200   -0.881622   -0.472043   1.000042  -2.650008   1.499979
3.633400   -0.881528   -0.472220   1.000042  -2.649808   1.499979
3.633600   -0.881434   -0.472396   1.000042  -2.649608   1.499979
3.633800   -0.881339   -0.472572   1.000042  -2.649408   1.499979
3.634000   -0.881245   -0.472749   1.000042  -2.649208   1.499979
3.634200   -0.881150   -0.472925   1.000042  -2.649008   1.499979
3.634400   -0.881056   -0.473101   1.000042  -2.648808   1.499979
3.634600   -0.880961   -0.473277   1.000042  -2.648608   1.499979
3.634800   -0.880866   -0.473453   1.000042  -2.648408   1.499979
3.635000   -0.880772   -0.473630   1.000042  -2.648208   1.499979
3.635200   -0.880677   -0.473806   1.000042  -2.648008   1.499979
3.635400   -0.880582   -0.473982   1.000042  -2.647808   1.499979
3.635600   -0.880487   -0.474158   1.000042  -2.647608   1.499979
3.635800   -0.880392   -0.474334   1.000042  -2.647408   1.499979
3.636000   -0.880298   -0.474510   1.000042  -2.647208   1.499979
3.636200   -0.880203   -0.474686   1.000042  -2.647008   1.499979
3.636400   -0.880108   -0.474862   1.000042  -2.646808   1.499979
3.636600   -0.880013   -0.475038   1.000042  -2.646608   1.499979
3.636800   -0.879918   -0.475214   1.000042  -2.646408   1.499979
3.637000   -0.879823   -0.475390   1.000042  -2.646208   1.499979
3.637200   -0.879728   -0.475566   1.000042  -2.646008   1.499979
3.637400   -0.879633   -0.475742   1.000042  -2.645808   1.499979
3.637600   -0.879537   -0.475918   1.000042  -2.645608   1.499979
3.637800   -0.879442   -0.476094   1.000042  -2.645408   1.499979
3.638000   -0.879347   -0.476270   1.000042  -2.645208   1.499979
3.638200   -0.879252   -0.476445   1.000042  -2.645008   1.499979
3.638400   -0.879156   -0.476621   1.000042  -2.644808   1.499979
3.638600   -0.879061   -0.476797   1.000042  -2.644608   1.499979
3.638800   -0.878966   -0.476973   1.000042  -2.644408   1.499979
3.639000   -0.878870   -0.477149   1.000042  -2.644208   1.499979
3.639200   -0.878775   -0.477324   1.000042  -2.644008   1.499979
3.639400   -0.878679   -0.477500   1.000042  -2.643808   1.499979
3.639600   -0.878584   -0.477676   1.000042  -2.643608   1.499979
3.639800   -0.878488   -0.477852   1.000042  -2.643408   1.499979
3.640000   -0.878393   -0.478027   1.000042  -2.643208   1.499979
3.640200   -0.878297   -0.478203   1.000042  -2.643008   1.499979
3.640400   -0.878202   -0.478379   1.000042  -2.642808   1.499979
3.640600   -0.878106   -0.478554   1.000042  -2.642608   1.499979
3.640800   -0.878010   -0.478730   1.000042  -2.642408   1.499979
3.641000   -0.877914   -0.478905   1.000042  -2.642208   1.499979
3.641200   -0.877819   -0.479081   1.000042  -2.642008   1.499979
3.641400   -0.877723   -0.479256   1.000042  -2.641808   1.499979
3.641600   -0.877627   -0.479432   1.000042  -2.641608   1.499979
3.641800   -0.877531   -0.479607   1.000042  -2.641408   1.499979
3.642000   -0.877435   -0.479783   1.000042  -2.641208   1.499979
3.642200   -0.877339   -0.479958   1.000042  -2.641008   1.499979
3.642400   -0.877243   -0.480134   1.000042  -2.640808   1.499979
3.642600   -0.877147   -0.480309   1.000042  -2.640608   1.499979
3.642800   -0.877051   -0.480485   1.000042  -2.640408   1.499979
3.643000   -0.876955   -0.480660   1.000042  -2.640208   1.499979
3.643200   -0.876859   -0.480835   1.000042  -2.640008   1.499979
3.643400   -0.876763   -0.481011   1.000042  -2.639808   1.499979
3.643600   -0.876667   -0.481186   1.000042  -2.639609   1.499979
3.643800   -0.876570   -0.481361   1.000042  -2.639409   1.499979
3.644000   -0.876474   -0.481537   1.000042  -2.639209   1.499979
3.644200   -0.876378   -0.481712   1.000042  -2.639009   1.499979
3.644400   -0.876281   -0.481887   1.000042  -2.638809   1.499979
3.644600   -0.876185   -0.482063   1.000042  -2.638609   1.499979
3.644800   -0.876089   -0.482238   1.000042  -2.638409   1.499979
3.645000   -0.875992   -0.482413   1.000042  -2.638209   1.499979
3.645200   -0.875896   -0.482588   1.000042  -2.638009   1.499979
3.645400   -0.875799   -0.482763   1.000042  -2.637809   1.499979
3.645600   -0.875703   -0.482938   1.000042  -2.637609   1.499979
3.645800   -0.875606   -0.483114   1.000042  -2.637409   1.499979
3.646000   -0.875509   -0.483289   1.000042  -2.637209   1.499979
3.646200   -0.875413   -0.483464   1.000042  -2.637009   1.499979
3.646400   -0.875316   -0.483639   1.000042  -2.636809   1.499979
3.646600   -0.875219   -0.483814   1.000042  -2.636609   1.499979
3.646800   -0.875123   -0.483989   1.000042  -2.636409   1.499979
3.647000   -0.875026   -0.484164   1.000042  -2.636209   1.499979
3.647200   -0.874929   -0.484339   1.000042  -2.636009   1.499979
3.647400   -0.874832   -0.484514   1.000042  -2.635809   1.499979
3.647600   -0.874735   -0.484689   1.000042  -2.635609   1.499979
3.647800   -0.874638   -0.484864   1.000042  -2.635409   1.499979
3.648000   -0.874541   -0.485039   1.000042  -2.635209   1.499979
3.648200   -0.874444   -0.485213   1.000042  -2.635009   1.499979
3.648400   -0.874347   -0.485388   1.000042  -2.634809   1.499979
3.648600   -0.874250   -0.485563   1.000042  -2.634609   1.499979
3.648800   -0.874153   -0.485738   1.000042  -2.634409   1.499979
3.649000   -0.874056   -0.485913   1.000042  -2.634209   1.499979
3.649200   -0.873959   -0.486088   1.000042  -2.634009   1.499979
3.649400   -0.873861   -0.486262   1.000042  -2.633809   1.499979
3.649600   -0.873764   -0.486437   1.000043  -2.633609   1.499979
3.649800   -0.873667   -0.486612   1.000043  -2.633409   1.499979
3.650000   -0.873570   -0.486787   1.000043  -2.633209   1.499979
3.650200   -0.873472   -0.486961   1.000043  -2.633009   1.499979
3.650400   -0.873375   -0.487136   1.000043  -2.632809   1.499979
3.650600   -0.873277   -0.487311   1.000043  -2.632609   1.499979
3.650800   -0.873180   -0.487485   1.000043  -2.632409   1.499979
3.651000   -0.873082   -0.487660   1.000043  -2.632209   1.499979
3.651200   -0.872985   -0.487834   1.000043  -2.632009   1.499979
3.651400   -0.872887   -0.488009   1.000043  -2.631809   1.499979
3.651600   -0.872790   -0.488184   1.000043  -2.631609   1.499979
3.651800   -0.872692   -0.488358   1.000043  -2.631409   1.499979
3.652000   -0.872594   -0.488533   1.000043  -2.631209   1.499979
3.652200   -0.872497   -0.488707   1.000043  -2.631009   1.499979
3.652400   -0.872399   -0.488882   1.000043  -2.630809   1.499979
3.652600   -0.872301   -0.489056   1.000043  -2.630609   1.499979
3.652800   -0.872203   -0.489231   1.000043  -2.630409   1.499979
3.653000   -0.872106   -0.489405   1.000043  -2.630209   1.499979
3.653200   -0.872008   -0.489579   1.000043  -2.630009   1.499979
3.653400   -0.871910   -0.489754   1.000043  -2.629809   1.499979
3.653600   -0.871812   -0.489928   1.000043  -2.629609   1.499979
3.653800   -0.871714   -0.490102   1.000043  -2.629409   1.499979
3.654000   -0.871616   -0.490277   1.000043  -2.629209   1.499979
3.654200   -0.871518   -0.490451   1.000043  -2.629009   1.499979
3.654400   -0.871420   -0.490625   1.000043  -2.628809   1.499979
3.654600   -0.871322   -0.490800   1.000043  -2.628609   1.499979
3.654800   -0.871223   -0.490974   1.000043  -2.628409   1.499979
3.655000   -0.871125   -0.491148   1.000043  -2.628209   1.499979
3.655200   -0.871027   -0.491322   1.000043  -2.628009   1.499979
3.655400   -0.870929   -0.491496   1.000043  -2.627810   1.499979
3.655600   -0.870830   -0.491671   1.000043  -2.627610   1.499979
3.655800   -0.870732   -0.491845   1.000043  -2.627410   1.499979
3.656000   -0.870634   -0.492019   1.000043  -2.627210   1.499979
3.656200   -0.870535   -0.492193   1.000043  -2.627010   1.499979
3.656400   -0.870437   -0.492367   1.000043  -2.626810   1.499979
3.656600   -0.870338   -0.492541   1.000043  -2.626610   1.499979
3.656800   -0.870240   -0.492715   1.000043  -2.626410   1.499979
3.657000   -0.870141   -0.492889   1.000043  -2.626210   1.499979
3.657200   -0.870043   -0.493063   1.000043  -2.626010   1.499979
3.657400   -0.869944   -0.493237   1.000043  -2.625810   1.499979
3.657600   -0.869846   -0.493411   1.000043  -2.625610   1.499979
3.657800   -0.869747   -0.493585   1.000043  -2.625410   1.499979
3.658000   -0.869648   -0.493759   1.000043  -2.625210   1.499979
3.658200   -0.869549   -0.493933   1.000043  -2.625010   1.499979
3.658400   -0.869451   -0.494107   1.000043  -2.624810   1.499979
3.658600   -0.869352   -0.494281   1.000043  -2.624610   1.499979
3.658800   -0.869253   -0.494455   1.000043  -2.624410   1.499979
3.659000   -0.869154   -0.494628   1.000043  -2.624210   1.499979
3.659200   -0.869055   -0.494802   1.000043  -2.624010   1.499978
3.659400   -0.868956   -0.494976   1.000043  -2.623810   1.499978
3.659600   -0.868857   -0.495150   1.000043  -2.623610   1.499978
3.659800   -0.868758   -0.495324   1.000043  -2.623410   1.499978
3.660000   -0.868659   -0.495497   1.000043  -2.623210   1.499978
3.660200   -0.868560   -0.495671   1.000043  -2.623010   1.499978
3.660400   -0.868461   -0.495845   1.000043  -2.622810   1.499978
3.660600   -0.868362   -0.496018   1.000043  -2.622610   1.499978
3.660800   -0.868262   -0.496192   1.000043  -2.622410   1.499978
3.661000   -0.868163   -0.496366   1.000043  -2.622210   1.499978
3.661200   -0.868064   -0.496539   1.000043  -2.622010   1.499978
3.661400   -0.867965   -0.496713   1.000043  -2.621810   1.499978
3.661600   -0.867865   -0.496886   1.000043  -2.621610   1.499978
3.661800   -0.867766   -0.497060   1.000043  -2.621410   1.499978
3.662000   -0.867666   -0.497234   1.000043  -2.621210   1.499978
3.662200   -0.867567   -0.497407   1.000043  -2.621010   1.499978
3.662400   -0.867468   -0.497581   1.000043  -2.620810   1.499978
3.662600   -0.867368   -0.497754   1.000043  -2.620610   1.499978
3.662800   -0.867268   -0.497927   1.000043  -2.620410   1.499978
3.663000   -0.867169   -0.498101   1.000043  -2.620210   1.499978
3.663200   -0.867069   -0.498274   1.000043  -2.620010   1.499978
3.663400   -0.866970   -0.498448   1.000043  -2.619810   1.499978
3.663600   -0.866870   -0.498621   1.000043  -2.619610   1.499978
3.663800   -0.866770   -0.498794   1.000043  -2.619410   1.499978
3.664000   -0.866670   -0.498968   1.000043  -2.619210   1.499978
3.664200   -0.866571   -0.499141   1.000043  -2.619010   1.499978
3.664400   -0.866471   -0.499314   1.000043  -2.618810   1.499978
3.664600   -0.866371   -0.499488   1.000043  -2.618610   1.499978
3.664800   -0.866271   -0.499661   1.000043  -2.618410   1.499978
3.665000   -0.866171   -0.499834   1.000043  -2.618210   1.499978
3.665200   -0.866071   -0.500007   1.000043  -2.618010   1.499978
3.665400   -0.865971   -0.500181   1.000043  -2.617810   1.499978
3.665600   -0.865871   -0.500354   1.000043  -2.617610   1.499978
3.665800   -0.865771   -0.500527   1.000043  -2.617410   1.499978
3.666000   -0.865671   -0.500700   1.000043  -2.617210   1.499978
3.666200   -0.865571   -0.500873   1.000043  -2.617010   1.499978
3.666400   -0.865471   -0.501046   1.000043  -2.616810   1.499978
3.666600   -0.865370   -0.501219   1.000043  -2.616610   1.499978
3.666800   -0.865270   -0.501392   1.000043  -2.616410   1.499978
3.667000   -0.865170   -0.501565   1.000043  -2.616211   1.499978
3.667200   -0.865070   -0.501738   1.000043  -2.616011   1.499978
